Ticker,Date,Close,Resistance,Resistance_Distance_%,Close_Position,Daily_Range_%,Range_Ratio,Volume_Ratio,Volume_Surge_10,Momentum_5d_%,Momentum_10d_%,Momentum_20d_%,MA_Ratio,Distance_MA10_%,Distance_MA30_%,ATR_Pct,Volatility_10d,Price_Range_10d_%,RSI_14,Breakout_Pct,Label,Days_Above_5d,Avg_Close_5d,Return_5d_%,Return_30d_%,Max_Gain_30d_%,Max_Drawdown_30d_%,Pct_Days_Above_30d,Continued_Up_30d
COP,2021-09-15,49.6806,48.818,1.77,0.9,2.36,0.94,1.54,1.45,7.31,6.83,8.8,1.007,5.91,6.65,2.66,0.0187,6.52,62.5,1.77,breakout,4,49.7158,4.96,26.23,29.86,-3.79,96.7,True
COP,2021-09-22,52.1429,50.1748,3.92,0.765,4.3,1.66,2.04,1.75,4.96,12.63,12.36,1.025,8.28,10.98,3.03,0.0245,8.16,73.71,3.92,breakout,5,55.4896,9.28,17.53,23.72,2.33,100.0,True
COP,2021-09-23,53.3573,52.6705,1.3,0.781,2.94,1.06,1.48,1.18,7.56,14.63,13.73,1.034,9.47,13.17,2.91,0.027,12.65,72.86,1.3,breakout,5,56.1696,6.37,15.76,20.91,2.06,100.0,True
COP,2021-09-27,55.8698,55.0155,1.55,0.791,1.72,0.61,1.6,1.2,16.89,15.84,17.57,1.056,11.3,17.49,2.99,0.0268,14.08,79.92,1.55,breakout,5,57.8212,7.17,14.5,15.47,1.59,100.0,True
COP,2021-10-01,58.7089,57.6955,1.76,0.886,2.88,1.05,1.44,1.03,7.81,18.97,23.85,1.088,10.11,19.84,2.92,0.0237,17.96,83.18,1.76,breakout,5,60.5447,6.88,3.84,9.89,1.98,100.0,True
COP,2021-10-08,62.7457,61.0204,2.83,0.938,3.88,1.51,1.23,0.98,6.88,15.23,34.43,1.128,8.27,22.15,3.04,0.0135,12.44,97.0,2.83,breakout,5,61.7407,-1.04,-6.53,2.82,-6.53,86.7,False
COP,2022-01-04,65.0298,63.9988,1.61,0.868,4.03,1.74,1.23,1.86,5.56,12.51,6.01,1.001,7.28,7.44,2.68,0.0139,10.5,72.33,1.61,breakout,4,67.4883,8.6,17.79,22.11,-1.71,96.7,True
COP,2022-01-07,68.1304,66.5674,2.35,0.886,3.16,1.28,1.44,1.98,11.72,13.59,11.46,1.023,9.15,11.71,2.59,0.0208,10.57,86.51,2.35,breakout,5,70.8644,7.56,9.46,16.56,0.48,100.0,True
COP,2022-09-14,101.9366,99.9968,1.94,0.862,4.19,1.52,1.45,1.39,10.26,6.52,17.59,1.055,7.0,12.92,3.14,0.022,9.05,61.95,1.94,fakeout,1,97.8093,-5.62,9.07,9.07,-16.1,60.0,True
COP,2023-09-01,111.2409,108.8911,2.16,0.858,2.07,1.28,1.58,1.86,4.82,4.14,7.88,1.01,4.33,5.34,1.79,0.0077,4.67,66.51,2.16,breakout,5,111.2537,-1.39,3.11,3.11,-6.75,76.7,True
COP,2025-12-10,94.7122,93.0195,1.82,0.842,3.98,1.89,1.58,1.61,5.44,11.75,7.73,1.022,6.74,9.11,2.31,0.0134,9.68,78.49,1.82,fakeout,2,92.4305,-1.9,1.7,3.66,-6.23,56.7,True
COP,2026-02-04,105.2695,103.4398,1.77,0.74,2.68,1.28,1.24,1.19,6.11,10.75,10.79,1.035,6.97,10.7,2.44,0.0147,9.06,66.25,1.77,breakout,4,105.6726,3.36,18.04,18.04,-2.43,96.7,True
COP,2026-03-02,116.5901,112.2121,3.9,0.704,3.03,1.23,2.38,2.7,7.61,6.94,14.32,1.054,6.93,12.72,2.64,0.0149,5.71,72.22,3.9,breakout,5,115.3852,-1.02,0.47,13.16,-3.46,100.0,True
SLB,2000-02-24,20.4119,20.1497,1.3,0.942,6.3,1.62,1.92,1.71,3.99,20.27,9.16,1.007,9.01,9.81,3.96,0.0331,15.75,65.36,1.3,breakout,4,21.9992,19.27,9.59,20.09,-2.1,96.7,True
SLB,2000-02-29,22.029,20.9338,5.23,0.996,4.82,1.17,1.44,1.2,13.09,22.43,21.3,1.043,12.17,16.97,3.93,0.0328,17.4,76.05,5.23,breakout,5,23.6741,11.28,-1.25,11.28,-4.89,100.0,False
SLB,2000-08-09,24.5978,23.7754,3.46,1.0,2.74,1.02,2.2,2.13,5.45,15.34,11.62,1.023,8.56,11.01,3.03,0.0158,11.09,67.72,3.46,breakout,5,24.581,4.88,-1.84,6.84,-3.19,100.0,False
SLB,2000-08-16,25.7988,24.7287,4.33,1.0,5.52,2.1,1.96,1.83,4.88,10.6,13.41,1.058,8.28,14.59,2.84,0.0215,8.4,79.96,4.33,breakout,5,25.7978,1.21,-5.44,1.87,-8.24,70.0,False
SLB,2002-02-22,17.5234,17.2422,1.63,0.796,4.71,1.57,1.32,1.38,4.13,8.43,8.1,1.03,4.64,7.78,3.33,0.019,7.0,58.83,1.63,breakout,5,17.8736,2.62,-4.66,7.24,-5.16,90.0,False
SLB,2002-02-25,18.2353,17.6914,3.07,0.905,3.35,1.02,2.01,1.97,7.12,11.12,9.69,1.035,8.02,11.84,3.19,0.0188,9.23,73.09,3.07,breakout,4,17.9047,0.85,-9.25,3.05,-9.25,70.0,False
SLB,2002-03-06,18.7914,18.5928,1.07,1.0,4.2,1.48,1.27,1.1,7.16,13.05,15.15,1.049,5.98,11.21,2.94,0.0213,11.33,72.67,1.07,fakeout,0,18.0575,-4.85,-8.94,-1.79,-14.2,0.0,False
SLB,2003-04-23,12.9483,12.5816,2.92,0.913,5.23,1.68,2.07,2.44,10.33,10.97,9.06,1.0,8.67,8.64,2.83,0.0181,9.05,70.39,2.92,breakout,5,12.9514,0.65,14.1,16.71,-0.86,100.0,True
SLB,2003-05-06,13.8963,13.6663,1.68,0.826,3.09,1.19,1.21,1.08,8.26,12.79,18.63,1.062,6.75,13.41,2.63,0.0181,11.79,87.57,1.68,breakout,5,14.0449,2.77,6.07,11.77,-0.65,100.0,True
SLB,2003-05-14,14.5614,14.3003,1.83,0.756,3.5,1.4,1.32,1.27,3.93,11.73,24.07,1.083,6.05,14.87,2.45,0.0119,10.12,81.54,1.83,breakout,5,14.6286,1.39,2.34,6.67,-0.53,100.0,True
SLB,2003-12-22,17.1801,16.9601,1.3,0.937,2.91,1.47,1.81,1.41,8.89,10.32,18.57,1.053,7.92,13.68,2.08,0.0153,9.55,87.61,1.3,breakout,5,17.3185,1.63,11.34,13.45,-3.59,76.7,True
SLB,2004-01-23,18.7897,17.812,5.49,0.776,5.22,2.02,3.55,3.21,13.44,10.99,10.69,1.014,10.33,11.92,2.88,0.0144,6.91,69.82,5.49,breakout,5,19.3593,2.36,9.29,11.54,1.81,100.0,True
SLB,2004-06-16,19.6865,19.0095,3.56,0.955,2.15,0.98,1.83,2.0,7.48,7.5,8.91,1.008,7.6,8.42,2.28,0.0136,6.54,65.85,3.56,breakout,5,19.6321,1.64,4.05,5.09,-1.19,100.0,True
SLB,2004-07-15,20.5217,20.2971,1.11,0.938,2.99,1.59,1.24,1.45,3.94,2.14,4.24,1.032,2.96,6.25,1.9,0.0103,4.02,64.26,1.11,breakout,4,20.4818,-0.94,-4.18,0.82,-9.19,30.0,False
SLB,2004-09-17,20.9329,20.6822,1.21,0.984,1.93,1.06,1.25,1.57,2.58,4.52,10.49,1.035,2.73,6.35,1.89,0.0092,3.58,72.37,1.21,breakout,5,21.0109,1.02,-4.59,4.99,-5.94,86.7,False
SLB,2005-02-02,22.3137,21.9032,1.87,0.932,2.72,1.34,1.6,1.3,4.77,8.13,9.97,1.012,5.58,6.82,1.99,0.0078,7.24,89.6,1.87,breakout,5,22.371,0.3,2.37,11.55,-0.57,100.0,True
SLB,2005-03-03,24.7054,24.2905,1.71,0.883,2.09,0.78,1.31,1.34,3.65,5.07,10.72,1.051,4.43,9.8,2.38,0.0147,6.02,67.89,1.71,fakeout,2,24.1035,-5.53,-13.56,0.75,-13.56,6.7,False
SLB,2005-06-17,24.4681,24.2184,1.03,0.866,2.34,1.3,1.47,1.75,4.37,7.81,14.44,1.051,5.1,10.48,1.94,0.0105,7.53,91.54,1.03,breakout,4,24.3893,0.01,10.82,11.35,-1.41,96.7,True
SLB,2005-07-22,26.334,25.4442,3.5,0.959,3.27,1.34,2.23,2.15,8.53,6.21,7.85,1.014,6.02,7.49,2.53,0.0157,5.61,67.23,3.5,breakout,5,27.1034,1.77,2.13,6.02,-0.81,100.0,True
SLB,2005-07-25,27.1661,26.3692,3.02,0.785,4.16,1.66,1.93,1.71,11.95,8.03,11.01,1.016,8.7,10.45,2.56,0.0231,8.88,67.99,3.02,breakout,5,27.0931,-0.19,0.51,2.77,-3.85,80.0,True
SLB,2006-01-04,33.6751,33.2378,1.32,0.902,2.53,1.0,1.5,1.8,7.87,6.93,6.62,1.006,5.84,6.49,2.57,0.0256,7.25,59.56,1.32,breakout,5,34.2146,2.4,8.87,24.74,-0.52,100.0,True
SLB,2006-01-19,36.932,35.2858,4.67,0.934,6.31,2.59,2.1,1.8,7.1,9.67,17.27,1.048,7.64,12.78,2.86,0.0148,6.44,80.52,4.67,breakout,5,39.6667,8.24,6.62,13.74,-1.93,100.0,True
SLB,2006-01-20,39.3047,37.0863,5.98,0.959,4.38,1.56,3.54,2.98,15.98,17.32,23.29,1.052,13.48,19.37,3.01,0.021,10.15,88.33,5.98,breakout,5,39.996,4.19,-3.81,6.87,-7.85,83.3,False
SLB,2006-01-23,40.5104,39.3754,2.88,0.848,4.54,1.5,2.11,1.66,17.45,17.23,26.06,1.061,15.04,22.08,3.09,0.0264,14.1,89.44,2.88,breakout,4,40.295,3.69,-8.66,3.69,-10.6,26.7,False
SLB,2006-01-30,42.0054,41.0987,2.21,0.743,3.28,0.94,1.4,0.96,3.69,21.78,34.83,1.103,10.35,21.73,3.32,0.0278,17.28,81.66,2.21,fakeout,0,39.8616,-4.54,-7.61,-2.45,-13.78,0.0,False
SLB,2006-11-29,44.01,42.8521,2.7,0.931,3.84,1.35,1.34,1.65,3.69,5.83,7.85,1.018,5.41,7.34,2.74,0.0217,6.59,59.19,2.7,breakout,5,44.0596,-1.17,-14.9,1.49,-16.77,33.3,False
SLB,2007-04-16,50.4119,49.5606,1.72,0.84,3.45,1.5,1.52,1.68,8.38,12.26,20.3,1.06,7.27,13.71,2.26,0.0158,10.33,80.66,1.72,fakeout,1,48.938,-3.89,0.4,3.91,-5.99,33.3,True
SLB,2007-06-22,58.1002,56.4523,2.92,1.0,4.15,1.62,6.77,6.51,5.44,13.26,13.38,1.043,7.44,12.05,2.49,0.0172,10.34,73.13,2.92,fakeout,2,56.1344,-4.78,-2.19,8.64,-4.78,90.0,False
SLB,2007-09-18,68.3807,66.4687,2.88,0.952,5.59,1.97,1.26,1.37,4.6,4.64,15.75,1.059,5.43,11.65,2.96,0.0155,6.31,79.69,2.88,breakout,5,69.1676,-0.16,-8.4,6.97,-9.02,73.3,False
SLB,2008-04-18,66.7535,62.4606,6.87,0.993,9.06,2.93,2.54,2.59,12.4,11.47,26.3,1.051,11.02,16.64,3.37,0.018,6.68,83.07,6.87,breakout,5,68.4733,0.87,-1.36,4.97,-3.44,100.0,False
SLB,2008-04-21,70.0699,66.7928,4.91,0.938,4.69,1.26,1.42,1.28,17.24,18.03,31.55,1.057,15.22,21.77,3.33,0.027,12.54,84.96,4.91,breakout,5,67.8769,-4.26,-7.22,-0.26,-8.01,63.3,False
SLB,2009-09-16,41.7622,41.334,1.04,0.901,2.92,1.02,1.48,1.38,8.8,13.66,20.39,1.035,8.88,12.69,2.98,0.0222,12.58,70.32,1.04,fakeout,2,40.9873,-3.44,-0.22,13.38,-8.94,56.7,False
SLB,2009-10-15,46.0314,44.2849,3.94,0.948,4.74,1.83,1.64,1.6,9.8,20.41,11.33,1.021,12.38,14.76,2.7,0.0223,14.8,77.63,3.94,breakout,5,46.2536,-0.28,-8.21,2.86,-9.58,26.7,False
SLB,2010-01-06,46.1918,45.3996,1.75,0.927,2.78,1.65,1.56,2.25,5.52,7.89,12.13,1.028,5.15,8.15,2.0,0.0118,6.41,81.36,1.75,breakout,5,47.1653,2.98,-6.82,3.62,-9.8,33.3,False
SLB,2010-04-23,48.9555,46.14,6.1,0.845,4.53,2.08,2.09,2.4,10.46,9.24,19.62,1.026,8.84,11.66,2.46,0.0177,5.49,73.71,6.1,breakout,5,48.3062,-1.73,-25.12,0.65,-28.55,23.3,False
SLB,2010-08-02,42.4085,41.834,1.37,0.746,3.95,1.17,1.27,1.22,6.61,6.07,14.16,1.024,5.02,7.59,3.6,0.0243,7.22,62.38,1.37,breakout,5,42.4667,0.02,-5.85,0.83,-14.79,20.0,False
SLB,2010-10-22,45.9817,44.5501,3.21,0.804,3.23,1.31,1.6,1.53,5.07,6.62,11.76,1.04,6.0,10.26,2.7,0.015,5.99,77.13,3.21,breakout,5,47.0266,3.13,22.61,22.61,1.12,100.0,True
SLB,2010-11-04,51.43,48.9942,4.97,0.982,2.9,1.38,1.45,1.27,8.63,17.87,20.34,1.07,9.46,17.08,2.53,0.0158,11.49,90.24,4.97,breakout,5,50.7637,-1.03,7.61,9.62,-3.46,100.0,True
SLB,2011-01-14,59.1316,58.0362,1.89,0.982,3.28,1.5,1.34,1.28,6.56,4.08,7.12,1.005,5.29,5.77,2.13,0.0173,6.4,64.61,1.89,fakeout,2,57.9722,-3.06,5.57,9.66,-4.21,86.7,True
SLB,2011-07-22,64.1916,62.2825,3.07,0.712,2.33,1.23,1.96,2.05,6.61,4.28,12.93,1.029,6.47,9.52,2.11,0.017,5.61,67.61,3.07,breakout,4,63.2377,-3.67,-20.41,0.95,-22.73,13.3,False
SLB,2012-07-26,49.5075,48.9035,1.24,0.845,3.27,1.3,1.28,1.32,3.89,9.05,16.01,1.035,5.07,8.78,2.57,0.0137,8.76,74.21,1.24,breakout,5,49.8852,-0.67,2.99,5.67,-0.67,100.0,True
SLB,2013-01-18,53.5159,51.739,3.43,0.929,4.22,3.1,2.19,2.92,3.73,6.24,8.26,1.02,5.1,7.19,1.76,0.0087,3.82,84.32,3.43,breakout,5,54.9821,3.63,0.98,6.61,-0.49,100.0,True
SLB,2013-01-22,54.5652,53.6768,1.66,0.973,1.88,1.16,1.42,1.67,7.19,8.02,9.7,1.024,6.5,9.03,1.72,0.0149,6.81,84.52,1.66,breakout,5,55.255,2.5,-0.7,4.56,-2.41,93.3,False
SLB,2013-02-14,57.0556,56.2651,1.4,0.886,4.73,3.43,1.9,2.13,4.56,4.5,11.39,1.034,3.47,7.01,1.71,0.0127,3.53,57.64,1.4,fakeout,0,55.3049,-4.25,-8.9,-1.5,-9.61,0.0,False
SLB,2014-02-24,66.1711,65.4444,1.11,0.71,3.54,2.5,1.4,1.65,2.51,4.06,5.65,1.015,3.04,4.62,1.72,0.0078,4.04,76.98,1.11,breakout,4,65.9056,-1.57,5.26,5.77,-3.92,73.3,True
SLB,2014-06-06,75.9333,74.9948,1.25,1.0,1.75,1.62,1.34,1.51,2.27,4.72,6.1,1.015,3.11,4.7,1.16,0.0066,3.82,91.57,1.25,breakout,5,76.5666,2.13,6.65,11.28,0.1,100.0,True
SLB,2014-06-25,81.5644,78.6271,3.74,0.922,6.67,4.42,3.66,3.3,6.32,6.86,12.19,1.032,6.04,9.45,1.82,0.011,3.79,76.32,3.74,breakout,5,84.1721,3.41,-6.01,3.6,-6.01,80.0,False
SLB,2015-04-15,66.848,64.9371,2.94,1.0,3.37,1.85,1.63,1.62,6.83,10.26,14.33,1.032,6.38,9.77,1.92,0.0123,6.54,82.19,2.94,breakout,5,66.9454,0.17,-1.47,2.84,-1.92,100.0,False
SLB,2016-04-19,59.3853,57.9089,2.55,0.989,2.27,1.02,1.26,1.36,4.93,9.61,6.34,1.013,6.23,7.61,2.22,0.015,7.5,68.25,2.55,breakout,5,59.5449,-0.55,-4.13,1.83,-9.05,40.0,False
SLB,2017-12-21,53.0697,52.4417,1.2,0.85,4.52,2.31,1.82,1.63,8.8,9.33,10.06,1.009,6.8,7.71,2.15,0.0147,5.25,64.09,1.2,breakout,5,52.8382,-0.69,5.42,17.58,-0.69,100.0,True
SLB,2018-01-04,57.1676,56.0259,2.04,0.953,2.64,1.2,1.4,1.5,7.63,13.53,15.21,1.052,8.1,13.73,2.05,0.0161,11.03,84.7,2.04,breakout,5,58.8021,5.4,-8.69,9.15,-10.19,66.7,False
SLB,2018-01-22,62.3996,61.07,2.18,0.97,3.81,1.88,1.39,1.31,2.33,8.41,22.23,1.099,4.84,15.18,2.32,0.0102,7.32,89.54,2.18,fakeout,2,60.7979,-4.27,-15.9,-0.73,-18.72,6.7,False
SLB,2019-12-11,32.7992,32.0134,2.45,0.902,2.66,1.12,1.55,1.88,6.11,6.99,7.53,1.023,6.04,8.52,2.59,0.0195,7.71,67.94,2.45,breakout,5,33.5765,3.18,-11.56,6.3,-11.56,83.3,False
SLB,2020-06-04,17.7416,17.2006,3.15,0.776,6.15,1.5,1.26,1.46,8.93,12.4,29.39,1.076,10.37,18.8,4.85,0.0316,13.46,74.69,3.15,breakout,4,18.7836,-8.95,-8.41,16.33,-15.74,23.3,False
SLB,2020-06-08,20.6389,20.1502,2.43,0.925,5.07,1.17,1.29,1.37,29.2,35.45,31.92,1.092,23.98,35.39,4.68,0.0324,25.86,79.19,2.43,fakeout,0,17.506,-18.31,-17.29,-4.82,-27.57,0.0,False
SLB,2020-11-09,16.0319,14.802,8.31,0.721,10.03,2.22,2.0,2.01,17.14,20.3,13.21,0.978,20.16,17.53,4.94,0.0311,13.7,68.02,8.31,breakout,5,16.0512,9.81,17.75,29.27,-5.21,100.0,True
SLB,2020-11-16,17.6043,16.6116,5.98,0.993,7.44,1.36,1.42,1.43,9.81,28.63,33.51,1.054,19.56,25.98,5.51,0.0682,20.61,74.05,5.98,breakout,5,17.9803,7.83,9.84,17.72,-0.35,100.0,True
SLB,2021-05-05,26.9394,25.4655,5.79,0.994,5.87,1.57,1.91,1.7,10.89,17.92,10.93,0.994,13.18,12.53,3.58,0.0242,13.71,68.66,5.79,breakout,5,27.9889,5.8,7.45,20.85,1.29,100.0,True
SLB,2021-05-06,27.2857,26.9483,1.25,0.965,3.74,0.98,1.23,1.04,10.46,21.7,13.56,1.007,12.69,13.46,3.64,0.0302,18.81,72.47,1.25,breakout,5,28.1718,3.35,2.23,19.32,1.66,100.0,True
SLB,2021-05-07,28.3157,27.3212,3.64,0.939,5.68,1.42,1.35,1.15,17.89,24.04,19.17,1.023,14.64,17.26,3.79,0.0276,19.44,74.81,3.64,breakout,5,28.3352,2.88,4.27,14.98,-2.04,100.0,True
SLB,2021-06-02,31.6117,30.4822,3.71,0.952,8.15,3.19,2.04,2.47,13.96,7.66,25.4,1.065,11.6,18.82,3.32,0.0244,9.44,66.52,3.71,breakout,5,32.1697,0.85,-18.98,2.99,-18.98,23.3,False
SLB,2021-06-03,32.5566,31.7365,2.58,0.957,3.78,1.27,1.38,1.52,16.22,14.58,20.85,1.061,14.03,20.98,3.27,0.0331,13.02,71.66,2.58,breakout,4,31.888,-4.33,-23.69,-0.27,-23.69,13.3,False
SLB,2022-01-04,29.9082,28.7482,4.04,0.807,4.21,1.6,1.59,1.99,10.46,16.82,10.83,0.998,11.58,11.34,2.99,0.0225,12.99,73.34,4.04,breakout,5,31.2822,9.68,25.74,25.74,0.0,100.0,True
SLB,2022-01-07,31.4998,30.9513,1.77,0.904,3.25,1.18,1.26,1.34,16.96,18.46,14.4,1.031,12.55,16.05,2.79,0.0229,15.59,87.97,1.77,breakout,5,32.7371,7.94,13.25,19.38,0.26,100.0,True
SLB,2022-01-11,32.8037,31.8235,3.08,0.962,3.56,1.23,1.33,1.26,9.68,21.16,22.29,1.056,13.3,19.62,2.66,0.0232,16.17,94.21,3.08,breakout,5,33.2838,1.7,5.37,14.64,-0.85,100.0,True
SLB,2022-01-14,33.9996,33.3792,1.86,0.949,4.68,1.43,1.62,1.22,7.94,26.24,27.31,1.093,10.72,21.01,2.87,0.0234,20.18,91.9,1.86,fakeout,1,33.2083,-3.2,-0.06,10.61,-3.83,86.7,False
SLB,2022-01-26,35.7891,35.0697,2.05,0.742,4.67,1.04,2.06,1.61,7.28,9.1,32.18,1.126,7.47,21.02,3.92,0.0273,10.85,82.5,2.05,breakout,4,35.3179,-1.38,9.38,13.62,-5.06,80.0,True
SLB,2022-05-25,40.6361,40.1491,1.21,0.851,3.86,0.89,1.38,1.55,9.53,17.41,12.77,1.007,8.81,9.55,4.86,0.0294,15.8,58.51,1.21,breakout,5,42.2771,3.15,-25.66,10.43,-27.08,36.7,False
SLB,2022-05-26,42.1155,40.8707,3.05,0.766,3.58,0.83,1.28,1.39,14.3,19.63,16.4,1.02,10.98,13.22,4.68,0.0296,17.63,60.09,3.05,breakout,5,42.4491,2.04,-29.64,6.56,-29.64,33.3,False
SLB,2022-08-23,35.633,34.0125,4.76,0.9,5.08,1.57,1.44,1.62,10.62,12.49,10.56,1.031,8.77,12.09,3.77,0.0273,9.53,67.27,4.76,breakout,5,35.9516,-1.73,6.1,6.1,-13.58,70.0,True
SLB,2022-10-05,37.8075,37.0272,2.11,0.868,6.76,1.64,2.33,2.1,17.3,10.62,12.17,0.957,14.4,9.46,4.54,0.0422,14.53,56.02,2.11,breakout,5,38.3787,1.08,27.47,31.87,0.46,100.0,True
SLB,2022-10-06,38.6442,38.144,1.31,0.784,3.81,0.89,1.32,1.07,18.13,11.14,11.32,0.965,15.66,11.65,4.38,0.045,19.16,63.05,1.31,breakout,4,38.6879,4.0,24.34,29.02,-1.72,96.7,True
SLB,2022-10-19,41.3545,40.3177,2.57,0.916,3.91,0.99,1.32,1.2,8.21,9.38,21.0,1.083,6.96,15.83,3.88,0.0311,11.44,80.92,2.57,breakout,5,46.002,14.76,13.83,20.56,0.48,100.0,True
SLB,2022-10-21,45.8474,42.0457,9.04,0.965,7.44,2.13,2.71,2.74,19.57,18.36,44.03,1.086,16.63,26.7,3.77,0.0284,10.18,83.96,9.04,breakout,5,47.0989,0.08,1.92,8.75,-1.05,100.0,True
SLB,2022-10-24,47.4299,45.9656,3.19,0.874,5.47,1.4,1.97,1.84,21.68,23.78,54.02,1.096,18.51,29.9,3.82,0.0413,18.1,84.75,3.19,breakout,4,47.077,-0.23,-2.1,5.12,-4.35,93.3,False
SLB,2023-01-12,52.9307,51.79,2.2,0.749,4.19,1.45,1.27,1.62,10.12,10.27,13.61,1.036,7.96,11.87,3.09,0.0199,11.31,66.46,2.2,breakout,5,52.6752,-1.12,-5.76,0.79,-9.84,33.3,False
SLB,2023-07-07,49.1835,46.0029,6.91,0.944,9.02,4.02,2.45,2.52,10.07,13.9,10.85,1.027,10.46,13.44,2.65,0.0116,7.78,77.22,6.91,breakout,5,51.7925,7.09,8.77,11.81,0.51,100.0,True
SLB,2023-07-11,51.6726,49.5338,4.32,0.921,4.26,1.43,1.77,1.61,13.3,18.35,17.93,1.045,12.88,17.91,2.74,0.0263,12.88,86.41,4.32,breakout,5,52.4968,1.66,0.64,6.42,-0.07,100.0,True
SLB,2023-09-12,57.4892,56.8412,1.14,0.984,2.05,1.12,1.53,1.53,3.14,7.83,4.77,1.021,4.21,6.38,2.11,0.0106,8.08,78.18,1.14,fakeout,1,56.3672,-2.69,-8.21,-0.81,-10.79,3.3,False
SLB,2025-12-10,39.285,38.3701,2.38,0.966,4.48,1.83,1.42,1.49,6.34,12.1,7.01,1.018,7.92,9.83,2.76,0.0144,10.68,77.11,2.38,fakeout,2,38.3366,-3.51,24.47,24.47,-5.81,60.0,True
SLB,2026-01-21,47.7363,46.959,1.66,0.944,3.32,1.28,1.34,1.11,5.71,11.21,27.42,1.105,7.01,18.29,3.35,0.0213,11.4,84.07,1.66,breakout,5,48.7398,0.72,-1.73,7.49,-1.73,96.7,False
SLB,2026-01-22,48.5234,47.8248,1.46,0.75,2.11,0.79,1.31,1.14,5.0,16.4,28.67,1.108,7.62,19.27,3.38,0.0241,13.0,85.85,1.46,breakout,4,48.5686,-1.76,-4.35,5.75,-4.35,80.0,False
SLB,2026-04-24,55.5688,54.9552,1.12,0.74,5.13,1.73,1.24,1.6,6.63,8.15,7.34,1.045,6.71,11.5,3.19,0.0149,8.92,79.57,1.12,breakout,4,55.4956,1.37,1.24,3.85,-5.61,63.3,True
CAT,2000-04-04,11.2347,10.9275,2.81,0.788,7.48,1.92,1.58,2.11,13.38,9.11,28.47,1.056,9.62,15.75,4.35,0.0313,10.5,65.78,2.81,fakeout,2,10.8435,-3.17,-7.16,0.0,-12.68,10.0,False
CAT,2000-12-04,11.5306,10.9815,5.0,0.804,7.36,2.34,2.04,2.18,9.13,17.26,24.42,1.079,11.67,20.47,3.08,0.0209,11.11,79.69,5.0,breakout,5,11.2078,-2.16,-2.87,12.41,-6.06,93.3,False
CAT,2000-12-21,11.9133,11.7802,1.13,0.952,5.87,1.6,1.84,1.63,9.98,7.67,18.35,1.058,6.71,12.86,4.22,0.017,7.82,68.36,1.13,breakout,5,12.6088,5.73,-2.01,8.8,-8.53,63.3,False
CAT,2000-12-22,12.4125,11.9466,3.9,0.951,5.5,1.39,1.71,1.43,14.24,12.01,19.94,1.058,10.34,16.78,3.94,0.0202,10.19,66.06,3.9,breakout,5,12.5922,-0.67,-5.75,4.42,-12.21,43.3,False
CAT,2001-03-08,12.8195,12.5566,2.09,0.8,2.2,0.72,2.37,2.14,13.79,17.45,9.58,0.99,11.97,10.9,3.06,0.0241,14.77,63.58,2.09,fakeout,1,12.2127,-5.84,0.9,1.38,-13.43,16.7,True
CAT,2001-05-16,15.1036,14.5903,3.52,0.844,6.78,2.59,1.63,1.63,7.52,11.15,16.21,1.068,7.76,15.05,2.8,0.0119,9.07,84.6,3.52,breakout,5,14.9874,-1.63,-9.39,0.52,-9.39,70.0,False
CAT,2002-01-04,14.7556,14.5858,1.16,0.89,3.04,1.63,1.62,1.99,2.08,3.48,6.55,1.035,3.43,7.02,2.21,0.0153,5.01,67.81,1.16,fakeout,0,14.1375,-5.64,-6.67,-1.32,-11.29,0.0,False
CAT,2002-02-25,15.4711,14.5963,5.99,0.948,4.82,1.84,2.93,2.81,12.28,15.59,11.9,1.015,10.94,12.61,2.64,0.0128,9.94,79.37,5.99,breakout,5,15.608,5.39,3.25,6.65,-2.03,100.0,True
CAT,2002-03-04,16.3045,15.7029,3.83,0.957,4.77,1.66,1.62,1.3,5.39,18.33,16.94,1.053,10.38,16.23,2.74,0.022,13.37,88.3,3.83,breakout,5,16.2256,0.03,-4.11,1.2,-7.04,76.7,False
CAT,2003-03-17,14.2977,13.6487,4.75,0.997,6.89,2.43,2.0,1.87,12.15,6.69,16.14,1.017,10.2,12.12,2.93,0.0283,8.82,66.35,4.75,breakout,5,14.4309,1.0,5.0,6.79,-2.05,100.0,True
CAT,2003-03-21,14.9581,14.5169,3.04,0.706,4.85,1.42,1.93,1.65,11.76,14.74,12.91,1.038,10.94,15.17,3.31,0.0304,14.23,67.89,3.04,fakeout,1,14.3967,-4.4,0.92,2.07,-6.37,80.0,True
CAT,2003-07-17,18.3165,16.8289,8.84,0.952,6.52,3.73,5.68,5.75,13.7,14.68,12.1,1.011,12.33,13.58,2.42,0.0092,6.24,78.6,8.84,breakout,5,18.6682,0.44,11.19,15.53,0.44,100.0,True
CAT,2003-07-18,18.9133,18.3742,2.93,0.898,3.75,1.73,3.58,2.93,15.03,18.78,16.82,1.02,14.35,16.59,2.46,0.0279,13.37,87.2,2.93,breakout,5,18.6504,-0.47,9.48,11.89,-2.73,100.0,True
CAT,2003-10-15,22.6924,22.3119,1.71,0.894,2.4,1.3,1.22,1.39,4.53,10.34,12.09,1.045,5.42,10.15,1.97,0.0112,10.8,89.15,1.71,fakeout,0,21.2148,-8.65,-3.77,-3.77,-9.32,0.0,False
